8548 27917
4596 6405 209
6071 6667 126
7935 1625 805
6966 4170 -162
5597 1097 369
275 3500 491
1114 1186 591
1109 246 -895
4017 16 -687
1693 371 -398
6109 2458 -815
6191 5901 -26
7345 702 -218
1418 4155 -618
8546 3159 104
1859 4405 -629
6503 7730 -932
7627 1690 353
2061 3496 -503
7214 773 176
6214 3259 914
3700 773 -306
6530 3286 -828
5622 4923 516
4139 8256 883
2879 7364 -571
2687 3856 -852
2068 7255 -115
5023 5048 -549
412 2546 -333
6816 1438 -762
1471 2315 -576
7762 4316 35
2517 5447 719
3317 4306 -886
6512 3497 69
4369 8260 -120
4618 392 405
2347 4973 865
986 1898 521
2184 6197 379
5126 4339 941
4134 6058 594
1851 5548 560
7867 1087 -212
5843 5458 -564
5047 3370 -295
31 1402 -907
786 214 686
470 4315 -377
6884 2009 -27
4786 4020 483
7923 2058 -592
4238 3571 -594
7314 6626 -855
1670 6313 91
2024 147 652
8206 381 809
1147 7491 442
3809 7721 -615
6767 4849 51
3727 4043 123
5315 6147 472
1976 1073 -724
2450 3407 -960
3222 1067 -852
2650 1932 -525
3689 2393 376
5893 234 451
3242 1055 974
4521 1725 -11
6672 7128 -410
3443 7969 -360
1849 1449 618
4961 4914 -976
4366 8024 422
4592 686 -200
5389 7858 638
1733 5276 324
4278 3905 207
251 1367 -543
1624 6265 97
3988 5745 -756
5627 3945 -999
5066 3672 10
3122 3931 657
1015 7266 676
957 5835 -418
7915 4505 239
2520 5285 -317
1531 6031 -504
3130 4350 371
2821 5468 113
3282 5415 -88
3498 3264 -360
4780 2281 579
4439 7405 -884
984 2848 884
1562 7697 67
5746 3016 -849
6238 7857 -877
2565 5078 104
7004 5834 353
3091 2458 275
712 5615 905
1411 7903 296
6204 1320 -673
7637 946 126
2107 1391 490
5958 298 364
1420 1942 -40
2056 6821 -990
5901 419 50
7084 560 123
2266 3391 -460
1708 2986 676
7740 1133 -298
191 8192 783
3142 4752 -768
1626 5395 657
960 3494 817
3597 4679 -924
3926 4528 -778
6280 2856 -466
7741 3887 -881
6658 7201 2
5045 6384 213
281 5287 -615
836 3468 896
1587 6000 -747
2695 8504 732
5374 1478 784
7198 870 -278
7717 3690 -270
2558 4044 -574
1969 4486 -227
2440 3534 786
2436 4142 237
2533 6937 448
343 5564 -78
1503 7765 60
2828 7517 -262
7066 8127 -87
61 4301 649
2372 1476 -108
155 3208 -348
864 6809 -528
6598 1177 620
4609 8540 266
6339 7270 -158
2090 1050 987
4648 7404 -388
1259 6533 46
3772 5433 145
158 7377 -463
6042 6379 326
3115 5562 643
7569 8094 569
4176 6238 81
3614 3084 -417
7028 7825 132
5526 2884 169
473 4313 369
5483 7276 -245
5586 7492 463
2884 2162 -308
3783 230 302
7657 1522 -194
1113 2716 861
7632 1018 -262
69 5892 -258
6552 8028 -346
2182 5671 37
6946 6973 -217
370 4970 616
2141 6809 -407
5787 8276 769
2832 2159 271
3173 1162 -180
5903 580 643
3033 648 260
1864 782 948
4582 3570 -471
4418 6348 -355
3003 92 260
199 3781 -639
2146 5985 -989
2140 8088 936
973 4175 15
7907 5016 290
1301 1443 -862
4049 8094 -195
1948 511 -557
6747 682 907
3459 4424 975
4860 428 26
4143 316 704
4547 5986 -213
6894 7580 419
7972 5432 -547
5683 4437 -870
365 2030 960
3062 2832 175
3298 1626 -997
2098 3021 -165
1180 1710 189
6789 390 -87
5638 644 448
2058 4958 -403
6071 2770 -960
732 5210 829
3063 2608 467
7621 8048 -5
838 7821 -812
7083 4554 -948
3085 3315 794
7670 2851 748
502 6216 -45
198 6874 -340
2525 654 -488
6078 3627 -198
4715 2645 163
7973 6775 -537
3203 477 -249
5802 384 -706
1865 4221 -164
757 88 -202
1009 2197 -906
624 3999 -669
928 1885 -546
95 5620 -410
915 6869 -263
3502 6647 952
2360 1018 218
5444 6434 -867
2146 7974 -964
5329 2768 67
5960 5853 558
6113 1065 -314
6044 7453 206
5276 5360 -690
3581 2430 865
1634 5123 115
4785 4784 78
1433 5188 -204
4541 3507 -779
6063 2456 -767
4485 7864 639
4587 2987 -466
3278 4571 -957
3976 6904 885
2463 4633 811
72 1086 666
5704 839 344
3108 3522 435
4122 1374 455
5068 7146 -302
7099 6750 565
5769 5818 114
6749 5469 444
6587 8328 466
2290 7106 360
8152 5153 458
3680 3445 -749
7734 2436 705
7062 6780 -554
5443 1601 486
71 514 -623
5180 2117 845
4938 8073 866
4075 1730 979
4398 1371 -553
7741 3368 -202
2949 6575 386
5104 8127 976
1892 1779 -75
7134 6952 -990
5127 3671 -805
6516 3059 991
4043 7581 -513
1020 5428 470
5185 3001 -247
8239 1794 -32
7816 7669 -16
7838 7110 -662
5538 1136 -966
3246 3071 624
3935 6321 -339
4087 4739 305
5901 7800 -939
5923 1673 22
3348 8068 327
1476 5382 -532
1292 8134 -946
6347 2884 -449
2374 3153 661
879 1741 -712
4537 3460 -983
5126 3329 860
7948 6946 -503
7246 7239 -15
1809 6778 269
3025 577 -286
4518 6389 28
5965 6697 821
4229 8061 300
7318 8262 792
5875 2802 248
8212 4179 144
8471 5325 866
8080 7781 -216
1815 1787 69
6870 5018 -445
8413 843 -622
5313 2679 -589
7470 7507 322
1984 4098 -320
437 6380 111
3432 5317 360
5703 5316 249
3222 7889 -329
5310 7976 263
5860 5044 -571
1333 1063 -888
8276 8429 -794
2017 4574 471
7668 5727 -39
426 6554 -652
7491 340 448
3688 3401 -927
6201 3883 -236
1301 3311 -607
7738 6952 -560
6266 3475 307
4428 1458 822
7809 183 116
1357 3468 -69
1194 5110 309
1220 447 247
7067 7332 184
786 1946 -259
6923 231 611
3526 4899 636
4071 4973 755
7454 1148 -258
50 6284 649
2245 2501 -182
399 8481 574
4668 1807 -639
7194 7380 -469
7508 1619 776
3798 8247 -150
7834 7125 704
3495 5700 -456
4479 7001 508
6784 1573 -567
2872 7529 475
6610 7382 -282
1767 7144 -265
2940 5019 -688
3256 5401 577
836 3172 721
7825 229 -715
922 6543 844
2257 4419 -827
2775 3790 -546
1054 5916 -597
8467 8482 -164
3108 1038 38
1313 7819 -723
4252 451 -160
1011 6523 -694
16 1870 13
3786 4432 326
2886 1548 716
2486 4399 -300
5689 772 -895
6170 4971 -967
1106 5224 111
5036 4113 -365
2646 4000 804
2977 1046 184
6477 7757 632
2671 1048 -996
2846 1360 -714
6295 3352 -275
7066 6401 -788
7803 511 -108
136 263 238
2136 100 317
5061 1636 -994
5755 4636 -794
2801 5793 -434
546 1699 205
4079 1716 887
2089 4582 554
1289 2899 -736
165 3218 -636
1778 6389 282
1721 8207 373
4819 7674 879
3712 1951 -5
5913 1932 810
3066 109 -303
6632 5344 604
6884 6158 -316
6144 4602 -700
1623 8300 -692
342 2617 -919
8214 8431 -83
3317 795 621
5157 1889 -403
852 7151 951
3790 1256 -771
2579 8261 509
4059 806 767
4286 6430 47
1537 527 -805
7838 6284 118
4976 1260 276
2893 4073 672
207 3909 -155
3469 1154 753
305 3651 -749
3235 3537 -490
4548 1967 -513
154 1331 -610
4113 4399 -210
1673 7870 284
7496 1913 694
1516 981 -92
1853 7996 -851
7113 4318 -605
6394 240 -933
3997 4970 988
4820 5553 -211
6019 8391 249
3593 3102 623
6149 2548 -950
8131 7435 -53
3401 4042 285
601 5759 391
3457 2767 -695
5544 6809 425
2916 2521 -697
5315 831 148
2038 1310 436
5628 6842 -874
2931 467 78
208 1196 -661
7816 4539 273
3526 3472 -866
3581 4828 -13
754 1802 -944
63 5348 -31
3917 5319 26
3608 3949 -806
4738 4989 -406
5605 6740 -882
4904 5845 310
4664 5516 -588
685 2415 -291
3953 6777 546
532 2264 -724
7925 3025 -613
5562 7163 576
3123 1351 -857
1587 2793 992
6930 818 286
5040 5812 -175
7647 7461 -615
1099 2024 -286
6550 5238 -891
1279 2045 998
1066 5914 541
3737 1760 313
2097 7694 -844
6448 6036 -196
3882 2895 730
2652 3690 501
3419 7373 949
6886 3101 830
6889 7765 -861
7860 1264 632
6108 5888 -78
7082 3400 -985
8482 6733 -625
8504 5369 -502
4832 6074 126
227 3364 7
1063 3097 251
2305 2376 -768
1284 5948 957
3827 8022 -15
7216 1180 854
5085 2836 811
2743 7204 510
3917 4642 -523
6009 6337 929
1663 609 576
766 5574 -683
3130 2121 643
1439 3610 -600
5886 1068 411
4867 599 -712
4228 3741 -246
7879 5981 -255
4665 4742 -463
6463 8144 -820
2631 6905 931
1156 5563 477
4551 5068 561
4104 2231 222
4989 4982 407
3627 6600 484
5658 7377 -303
5249 4477 817
6362 8371 -858
5872 591 759
5898 6038 -857
2353 658 -487
1168 2285 596
5172 3807 -33
2400 4005 752
4559 3421 376
373 402 -819
3484 6980 530
2657 6877 -995
6124 113 90
1343 7139 768
145 3957 319
5347 8365 166
5470 3156 -517
4516 6990 496
2611 742 817
3990 7439 -37
1728 1717 -17
6724 7960 758
6347 493 10
4168 5297 752
1432 6096 689
6034 202 969
7399 776 261
1040 7137 -481
1261 5080 -787
173 6893 -14
6996 3695 144
86 6912 45
716 6632 406
8301 7027 384
3506 5634 409
5347 6592 855
356 920 136
7661 2036 283
2271 1286 -966
3525 8024 -64
5191 6935 282
5697 4722 857
4276 4643 -949
7391 815 763
1806 848 324
4779 3574 -385
4287 7552 -190
6409 7356 568
3316 4777 -402
6751 4285 -835
3573 7001 22
885 7615 183
5401 3085 808
3723 7492 -128
2473 4352 -392
3775 8061 972
5513 3824 -12
5231 8490 725
7864 3381 -93
4015 1768 -161
8108 5715 -188
8540 6159 -211
8391 1240 720
5712 6033 178
4108 7773 776
3153 6296 512
2680 8509 -138
4627 3925 267
1375 584 979
7021 905 -56
7656 324 -57
7332 2657 -577
6832 7969 -97
7648 7261 -850
865 7605 -20
2465 7999 296
5735 4736 996
6957 1080 273
7570 822 290
3540 5982 280
2302 1914 833
4163 3994 -77
8065 5389 277
7573 2531 445
1214 14 279
5102 1409 993
3756 104 637
5519 5899 378
4753 7213 -12
4139 7591 91
3524 5578 -198
388 3548 810
367 3793 -817
1965 3457 -466
7699 7937 -268
6072 2989 -576
622 5615 -906
2976 5139 625
2292 1313 105
8134 39 696
2911 5107 338
3767 5123 -413
6158 876 -514
8494 7056 393
4930 4074 -692
4147 494 -472
3021 7857 710
5008 3874 841
27 4861 603
976 4480 666
3591 5797 -308
1397 5697 375
2204 8322 -604
4739 6671 600
4295 5471 657
4771 5402 -972
296 6017 -429
4532 1134 -927
4430 4715 -322
1591 1833 -633
6630 6980 472
407 4199 177
124 4590 -402
2476 7280 383
3968 5979 944
7098 87 -137
7937 2127 93
7602 6644 -700
6598 665 -510
1956 395 987
6082 7957 -519
4086 3488 -172
1051 715 -918
6675 832 738
5470 3567 -180
5023 1994 -17
5454 543 -396
7628 8093 -277
328 6464 322
8030 5766 -719
6073 6196 -599
7233 5910 -174
5465 6077 -635
3296 1642 -18
5457 4023 118
3078 5066 -266
870 789 -805
3005 8497 -181
505 8135 856
4740 363 283
7026 6400 -292
301 258 -432
7034 7082 899
4414 1371 -770
738 580 -380
470 8442 70
3856 2121 583
4499 3415 319
3323 4817 736
2676 7081 583
1420 7333 827
8129 2623 -730
3572 913 838
6142 3957 -497
253 7429 167
7757 1754 -53
3488 4474 715
1000 1611 186
1602 4991 373
4391 4876 260
1252 5956 415
5165 7628 -946
3304 3745 -783
7194 5942 -956
8375 5655 123
3193 4790 343
2040 3998 -949
5713 7223 816
290 1551 585
7514 244 749
6577 1491 38
2206 6420 -797
1051 5532 673
4249 8483 -804
1573 4373 -716
6177 5879 972
2836 3781 -582
4613 6086 -507
3799 483 -210
5232 4896 -489
4688 918 -664
5498 3582 -629
2400 1400 -663
7401 5270 669
5345 799 -80
7651 4654 122
6746 5448 895
4739 5969 150
7459 3387 -57
3503 4509 11
1650 886 904
449 3901 -255
198 2618 -204
1615 4246 -121
3740 6252 718
4606 4605 792
6826 7843 655
1221 1572 -768
8402 3446 -795
7145 5688 -17
4450 7554 461
7830 649 -673
2071 2982 -256
6501 5409 -919
8142 7674 861
6399 3888 316
7935 6063 -106
5690 3841 -133
2638 7899 524
5492 1999 -767
8264 4758 316
568 524 648
5266 7452 367
6275 3036 723
5241 3681 -330
7890 6794 -637
4499 8513 -429
1244 4023 178
2564 2889 298
7669 5119 -187
5594 1728 -150
621 6347 733
4075 7114 916
7720 4848 928
8154 4503 -698
478 787 416
747 3800 -685
7682 4327 -18
3239 6268 921
7512 7967 462
1911 31 399
3536 4174 637
7375 6689 636
2769 6915 -561
3953 5521 495
2170 4688 192
7274 4480 -60
5428 2561 -852
1964 1312 452
5585 4338 933
4260 767 861
5386 3294 -261
5620 403 357
6933 631 -416
4439 2963 -705
5872 7153 -113
4653 6454 -78
6492 5659 -930
4520 951 322
141 553 430
4121 7729 643
5831 5942 -904
7450 5921 693
6049 2401 -854
3237 4571 -375
6662 1187 -865
442 4629 300
8271 3908 -125
4206 5880 253
2779 4959 -811
5532 7146 502
5951 8308 -762
6863 2920 621
6027 6372 -285
1970 4650 744
2278 2106 -61
3967 7376 -987
5535 6862 -94
7716 6122 873
4728 5669 -826
1082 2079 -63
8056 3164 -553
4050 3224 972
3050 6824 -864
8137 5987 -229
1806 1742 242
2046 3774 369
1950 3986 -965
3840 5474 -183
7820 2569 -971
6264 5918 -773
7519 2290 370
8285 8286 -663
7172 7631 -380
3937 7535 736
4394 4057 43
5392 3338 -765
2814 7896 232
4236 7813 134
739 2460 -411
5648 4910 930
1662 4870 527
515 7768 539
5565 5278 366
4218 6183 470
4571 6849 -499
4151 5652 -455
7058 6656 -55
3491 7642 -888
299 7105 -419
3640 2686 401
8462 761 171
274 5303 800
4895 4904 -189
6892 4352 -682
7999 8158 334
7757 1389 -86
162 4508 81
3324 2130 451
4219 7865 725
8430 4476 -461
2949 5352 123
4543 7491 218
8294 917 -685
1725 7192 -702
2612 2239 -687
7771 2898 120
505 6105 -448
6062 3537 872
3403 1640 -872
6763 4453 -202
1539 2866 -819
1044 3142 92
6701 8446 738
5426 5263 942
8065 3079 -664
5840 6323 -424
6863 5088 13
7928 2735 -615
7294 3580 163
1496 3713 463
8320 8287 166
6199 654 169
1740 1221 -415
556 1122 -207
3275 658 560
7743 3495 227
7679 54 -510
6755 3903 -568
4379 4194 -877
7100 3617 -238
3319 6082 824
1269 7495 567
7317 6462 -995
963 358 924
7596 4232 728
2286 246 593
2229 240 751
7546 2700 759
6331 4291 -787
7780 4859 967
6365 7844 124
8299 2682 -309
5186 2068 -580
2745 1128 -839
7731 1081 -735
4456 1603 -94
2913 3850 167
2378 1345 667
7801 1855 223
2313 2081 -342
7733 2565 -799
3591 1959 823
2037 2710 -358
1201 7268 -729
6260 6649 972
7739 2432 213
8501 3097 265
4622 3884 -845
4883 611 -940
5888 7287 1
142 6077 -358
1539 2069 980
6299 2111 -837
6681 8335 -854
8178 4598 634
8431 2413 -753
5681 7157 -225
4410 1983 107
3466 6373 -26
2162 5804 936
1720 3442 757
5902 3563 -746
5661 5745 -258
2764 2595 -305
6336 1461 103
1241 4811 188
3056 5327 831
8177 1698 971
2682 4073 481
6959 6088 -335
956 7736 312
3603 1715 -639
525 2023 390
6918 3166 977
1990 1526 914
5315 3997 -915
4049 5220 924
7123 7076 -536
4762 4375 -47
625 6268 -36
7411 1191 -883
5793 2874 -657
7034 4454 195
5013 78 546
6363 4694 -438
4857 3101 228
912 1890 989
3795 342 -164
2586 5418 -180
4095 6075 -8
6220 4976 107
7060 5158 206
2366 2888 -805
6084 1677 -863
8059 3902 433
6816 2754 179
3080 3949 -147
8247 8252 -579
5971 6468 371
8190 2874 361
2208 1508 343
4956 1991 -52
5465 4253 740
1213 7901 534
2796 7133 437
2373 5625 -225
2722 1920 781
2512 7448 680
2964 5852 651
4215 7428 394
926 3146 838
7046 1424 321
5362 2649 -533
1518 2997 -970
4608 2882 840
7084 6434 -59
6697 6661 -134
7194 7437 104
6288 8492 -696
4443 737 -719
5258 1734 723
8401 2590 -50
7613 5140 -911
8517 3941 327
3806 1768 -762
1356 4218 -352
2787 2604 -664
2739 1713 -875
516 4696 -646
1022 4151 -626
7668 5052 952
7317 6335 -598
6257 333 200
5425 1261 -785
6577 4282 -61
6874 6758 -198
3857 7920 793
2427 846 -258
2560 3977 -524
4297 8536 -13
5760 2066 41
3767 4042 234
261 1279 612
4295 4464 -270
8546 2215 19
6314 6508 971
2779 4990 -284
5178 7874 771
2438 4089 305
7058 3816 -851
1847 2296 -864
5291 7665 -884
7870 1411 -759
960 236 -461
999 8202 -505
4172 8117 -718
4208 258 -527
4719 6060 -495
1769 3713 -227
1294 933 487
4180 6483 638
6574 8202 -655
6987 1761 -102
2980 4687 -226
8195 6950 -796
6659 2040 -844
2634 4060 175
1664 298 543
3228 5101 218
3661 7516 -365
2168 3741 -541
1428 696 -193
6390 831 -570
2398 7211 840
2943 5316 667
5571 7190 -264
7405 8541 -940
6517 5753 76
4272 7540 -954
3775 4930 536
5134 1305 838
5436 1565 689
2557 6246 487
4122 7950 86
6809 1143 -984
5040 2537 226
966 1032 -808
2198 3595 -64
2210 3590 315
489 7097 143
3514 5634 -422
7348 1464 56
5749 2813 943
5532 4844 91
6645 1787 474
1066 3433 273
4289 1079 -68
3064 8387 -900
8191 7486 -418
4763 254 717
156 5835 181
7184 774 498
8237 5468 -385
5353 2845 -780
4284 2303 578
7768 329 -540
6138 3024 719
2457 5371 -136
306 6114 -794
2038 372 -220
3820 912 -26
3937 6391 510
4763 8144 -405
8369 545 152
7214 7488 -708
7165 7323 504
7123 1104 -493
6734 216 232
5173 1981 558
7973 5961 371
6388 2511 -807
5060 717 965
4637 2933 -115
7363 2103 155
4129 6462 663
220 1993 -532
7784 6689 -76
926 4567 502
8296 4224 -723
8318 3914 -313
7361 4654 858
7180 702 222
3793 3455 -554
4274 7923 -481
3971 6958 -925
5434 5473 -558
6451 7721 -948
7667 6867 -269
437 2971 -968
5338 3351 -227
5516 3779 -421
3546 3650 963
1165 1958 -497
2572 2783 108
4233 6775 -183
865 17 65
2717 4096 733
7220 2014 -269
4102 7439 -932
6045 4853 559
8510 4464 -948
2972 3647 -343
3459 1652 -28
8493 1073 268
1534 4054 -255
2524 3155 310
144 6884 -517
7916 2980 -359
5268 645 531
5799 2527 -505
5382 4157 191
2660 4028 25
6980 805 -443
6730 6318 148
3628 568 -302
7457 576 -670
7289 1709 -321
3737 7145 -311
7404 6086 682
4655 1028 422
2949 3749 -827
1976 4009 -206
1788 3025 482
2954 7993 -385
6449 6315 -890
8352 780 995
7478 6149 409
7605 638 729
8330 4870 901
7427 8067 -197
6580 824 395
1968 28 -17
6045 63 300
5194 8105 854
2434 3053 -113
6028 6988 -406
6436 5788 -398
2390 5492 602
7838 2945 826
54 7111 -38
8149 4484 -190
4633 5534 25
5788 5660 723
7490 6119 -830
5307 6017 38
8169 1632 445
5460 1690 -357
7163 5168 -134
199 2299 853
2092 3456 -452
1736 1655 90
4877 6144 977
4103 5985 -305
7496 1122 307
8217 8528 107
4528 7999 -266
7645 5623 -62
7581 2531 -186
5882 8018 545
8011 153 -143
6427 8141 550
5629 1536 -863
5663 2592 -886
6610 5357 -52
1015 6513 474
3920 4171 115
650 6764 -353
6750 4627 514
1219 104 -97
815 6284 448
85 7298 991
8336 5561 -247
3188 5288 389
890 5547 959
7075 2024 663
6427 8 262
6419 3134 878
1965 5301 234
2879 2088 -726
5777 7215 -486
2452 2994 -510
7151 7755 -469
5069 5779 -454
6466 6356 -877
5047 8311 -261
3828 586 -643
8325 2734 70
2036 7180 -46
1120 74 347
384 3870 -189
6830 5563 -715
7347 2818 -90
3015 6033 -754
8314 1988 -245
5274 7348 -306
4168 5286 891
513 6344 291
2608 2248 0
703 6988 538
1473 53 -627
1969 5149 752
4886 4283 -630
6179 143 -427
293 736 864
24 6084 967
7316 2062 -921
1707 5412 -208
6 5625 488
7547 2939 -98
2131 1317 69
1708 6212 -57
2368 4023 -341
956 7633 -627
384 7222 921
7042 6352 -826
6893 4775 677
1960 3699 323
953 5506 175
4284 3745 686
6319 4291 65
8085 4955 887
7178 7669 915
3365 1947 -573
7451 5879 -528
2292 1395 -202
5534 145 -290
1528 4662 -533
8156 3089 -353
6108 6323 4
5895 2664 92
6608 6408 93
2221 5283 789
894 6769 433
5214 3166 -703
5982 4028 258
6611 5270 -848
4855 3223 -558
5750 1222 201
1005 378 777
5420 1523 430
2306 6103 -209
8323 2382 -69
1630 3237 112
8274 5604 -671
2539 2365 940
322 6160 419
1528 3950 -840
6967 4055 -710
2062 5924 -694
3718 4578 -215
6444 5711 -125
4319 8476 -515
5672 3041 -505
5427 2371 195
5484 1551 -844
2352 2373 -543
5599 2159 -622
3944 1252 -879
6531 3822 647
5675 7176 32
4122 2047 123
576 4029 654
3175 5013 252
7397 1693 839
3870 5466 -734
3651 7505 245
4992 5719 -687
5416 6324 -322
6311 2047 341
6138 4826 249
3540 6681 677
3074 3280 876
7259 1336 -556
4396 225 -900
1197 1131 868
4065 5462 722
8309 6628 766
3941 2451 -624
2818 6037 829
2763 33 707
7637 6186 968
6021 1575 -1000
4270 5690 -246
4253 2024 -60
109 5227 -216
6782 5611 -978
976 4586 202
4095 7840 -989
3357 1845 -841
8479 1018 598
4472 1117 439
6648 2079 124
6881 1568 -592
1131 7444 -119
2384 928 -412
5409 7164 828
5459 4347 -95
807 8416 -621
2786 7527 117
434 5778 166
3044 7335 37
8461 646 -348
1454 3769 -624
8181 3368 620
6384 6626 -175
1975 3885 -956
7662 2034 -598
4375 8110 382
6203 1742 -107
8211 4908 -531
4618 7578 -173
4385 7656 497
3770 1092 821
7688 4325 993
5864 6801 -632
429 4644 972
1169 8352 15
5233 7524 798
5583 2070 316
8298 2767 -451
6651 3318 -499
3514 2405 456
940 6816 116
2308 3496 -615
5509 2110 171
4204 4207 -358
3036 7196 -30
3914 3697 -131
7189 1229 -52
6532 1896 -216
1500 1185 81
3734 1879 165
3742 4898 -738
5759 8390 220
1829 8189 675
5384 348 10
5531 4766 -208
2591 2799 -124
6884 5079 -487
4786 5384 -25
3332 7015 258
7107 2213 -750
7914 8128 -540
7736 3936 -33
4648 2699 -378
1595 389 -362
33 2202 882
6438 3613 -545
8161 1403 -584
3821 2954 -793
2173 2719 677
47 1361 894
8527 7532 772
1145 2310 -110
7661 1288 -508
470 6396 -331
2172 7321 -742
7534 7098 -28
511 5199 -586
7140 4970 694
7843 6925 610
3499 307 -489
8159 3693 -300
1586 4397 808
7570 3415 -929
6767 544 -254
878 3656 -414
5545 6244 712
3250 6125 -568
7830 1417 90
3559 2301 -317
7035 6075 -964
8338 1508 -675
7655 5884 -581
1207 5690 737
8337 558 442
3466 1418 340
5738 5393 524
351 7034 766
6200 263 -607
8036 768 -794
822 2669 -73
3738 7861 790
1591 72 -243
2274 2246 944
5244 6136 386
4215 7460 787
6474 1244 125
7745 2597 934
2655 6694 -725
311 7278 562
1360 7063 -420
5818 249 414
3325 6369 203
1448 485 219
3680 4584 -291
8487 3578 673
5613 999 -941
5626 4871 -481
6759 2052 78
6438 2978 92
730 2452 -266
4493 5276 902
1696 6119 -811
6064 1177 408
5092 4388 -974
4960 598 534
5423 4898 -9
2525 2015 -94
2944 1354 -806
413 606 496
2167 5608 -936
3986 298 732
6044 4740 709
6538 3710 -60
4085 7861 907
3954 3159 407
1890 2308 -494
7001 4223 594
6014 3850 267
1998 4800 857
7352 8517 203
1650 8135 94
1727 3032 760
4870 3248 -252
4935 4502 -818
5170 7815 -189
3954 4513 976
2935 5268 491
6754 5760 -409
4538 7623 367
8331 3230 -159
3138 4725 335
3493 8016 901
7101 3865 -434
2952 6663 554
4752 4141 871
477 5999 976
1240 5190 -528
4042 3114 -165
559 3270 748
7469 3915 -256
3532 3279 -250
1984 6145 381
2674 856 102
5351 1589 629
5455 2633 715
2664 2984 295
5230 1700 962
3809 6529 599
3905 6596 -1000
3867 2017 649
6835 105 -211
2985 5457 -236
4933 3652 -271
6831 5388 57
1765 4599 32
2119 2682 459
7579 5243 -151
4090 6986 278
4009 3820 181
4183 8227 276
6130 7679 12
3510 5650 756
1370 5177 -717
6184 5150 553
8515 7477 -95
2577 7119 637
8375 4949 824
3089 4156 -800
4789 7070 -20
3799 5703 -743
598 3744 -810
1022 551 143
6395 4827 516
1587 1044 666
5240 3706 721
8403 6318 -699
1176 803 401
4902 5248 -895
5956 7142 -511
7620 3473 67
6503 7048 -657
8243 5501 -330
220 4753 512
8116 6303 -869
4413 3442 101
5066 8122 871
6067 6465 -266
6247 517 -726
7817 3169 410
6776 5754 263
6888 1539 456
3647 5978 -281
4113 3304 -82
3160 1254 -532
1937 308 303
1826 3674 728
7089 3141 -929
1210 2729 759
5661 4791 871
900 2520 -130
5828 4409 -599
3337 7315 181
4561 7561 969
1613 529 326
6258 4027 -396
8240 4003 -42
2382 6630 156
7845 5485 -501
7705 7299 -597
3738 6801 607
1534 7751 -155
7494 7528 537
6228 2013 -534
2017 5326 -265
951 6935 755
5003 1669 -69
3837 4706 -889
4766 1012 -885
7676 3188 5
7779 5894 224
780 1417 -276
7443 4470 72
3815 3631 782
390 3640 -749
8061 7759 -641
808 7135 -825
6190 893 -225
5723 543 845
7620 3938 890
4274 6334 -7
244 2380 300
7723 6204 976
2286 6024 -955
7160 2606 -573
8212 956 -31
7936 4505 -774
5348 2988 22
4308 6806 -148
7498 4697 -450
2387 4456 15
8426 3903 925
1893 3606 -490
6234 1675 12
2156 7127 765
6127 5894 -399
7200 4387 -151
1686 4833 634
2422 3612 146
5696 1371 849
1033 7826 721
7259 3373 675
6979 3534 -631
5589 2266 -199
665 2202 -97
318 59 -458
7257 3676 -700
6512 3746 674
6006 262 296
614 4152 382
2814 4416 -747
1849 1904 809
7297 5782 380
1321 1685 662
4874 7375 595
5180 2574 -815
3889 4327 709
3349 2699 -39
1374 4735 940
3861 6517 201
8205 7191 865
1689 2191 480
4596 2080 448
5381 3816 -927
6122 60 -331
5571 6857 623
6376 2264 -95
6126 7966 422
7968 2667 -586
8300 5571 224
512 731 -120
62 5504 -640
2037 5951 -88
3104 6694 -165
6655 6152 -252
8251 7683 678
3925 3083 -531
3119 1772 -335
4984 5342 520
2349 5419 -820
6056 6526 859
5017 87 264
7134 6628 636
1758 7148 19
1977 6887 272
1912 3729 232
6944 3477 321
5161 1106 674
192 5347 -698
4864 8402 -483
4472 5154 252
7096 3743 -779
5585 1869 -291
2863 7108 -385
2252 6143 652
3662 6116 111
6950 7480 -448
2193 2068 867
1535 7423 -361
5774 7863 -807
5333 7027 989
8058 5344 -903
784 8110 5
8511 4209 759
2194 4516 -130
132 2970 627
2569 312 134
6674 3093 696
8513 6365 368
5274 4308 -574
7203 8218 -347
5676 5908 -422
7263 7940 663
7326 7554 -125
8534 6858 -18
7421 4151 876
6853 4465 791
3877 7492 -996
258 3717 128
5907 4002 771
4162 7597 681
4697 5404 -611
1540 395 -539
2629 7988 11
1696 1243 -301
1017 227 495
4614 7351 -451
4587 3592 -687
2925 7535 27
2467 157 -655
2747 4179 -219
2367 7399 232
6203 6613 624
6049 2731 -698
287 3609 -20
1118 2771 117
7106 7945 549
2317 341 -511
3548 6928 653
2242 5544 488
278 6322 553
2873 1561 722
2051 578 -444
1503 5951 708
4861 2542 -498
5941 6411 -397
454 7511 67
8538 936 28
3376 4686 -925
913 7048 906
6765 2746 -348
5657 4035 659
2646 6170 -813
5183 1392 438
3569 131 -49
2617 7881 132
3943 6247 616
7025 3274 419
7651 1807 983
1626 1494 379
2882 7897 934
5889 3195 81
1954 885 -364
4588 463 -902
5605 1452 934
5069 8145 267
7509 507 -827
2594 4596 -216
3299 8544 -721
1185 7062 -502
2674 3659 -935
1346 8065 -932
788 2210 -276
5614 8129 -692
4657 6667 594
5456 7818 579
3661 415 -728
6476 4734 412
4043 4030 -924
4091 7790 -918
7333 4965 530
